,Unnamed: 0.1,Unnamed: 0,NAPRORE_ID,SMILES,NAME,SOURCE_SPECIES,REFERENCE,NPC_PATHWAY_1,NPC_PATHWAY_2,NPC_PATHWAY_3,NPC_SUPERCLASS_1,NPC_SUPERCLASS_2,NPC_SUPERCLASS_3,NPC_CLASS_1,NPC_CLASS_2,NPC_CLASS_3,NPC_IS_GLYCOSIDE,NUM_ATOMS,NUM_BONDS,MOL_WT,HBD_COUNT,HBA_COUNT,ROTABLE_BONDS,LOGP,TPSA,AROMATIC_RING_COUNT,ACID_GROUP_COUNT,BASE_GROUP_COUNT,IONIZABLE
541,541,541,542,C=C1CCC2(C(C)C)CC12,"['Sabinene', 'Sabinene', 'Sabinene', 'Sabinene', 'sabinene', 'sabinene', 'sabinene', 'sabinene', 'Sabinene']","['Lippia Myriocephala', 'Lippia alba', 'Ocotea gomezii', 'Ocotea morae', 'Schinus molle', 'Croton jimenezii', 'Smallanthus maculatus ', 'Podachaenium eminens', 'Beilschmiedia pendula']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/14786410701848154', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2004.9698740', 'https://doi.org/10.1080/10412905.2004.9698744', 'https://doi.org/10.1080/10412905.2010.9700320']",Terpenoids,,,Monoterpenoids,,,Thujane monoterpenoids,,,False,10,11,136.238,0,0,1,2.9987000000000013,0.0,0,0,0,Non-ionizable
542,542,542,543,C=C1CCC2CC1C2(C)C,"['β-Pinene', 'β-Pinene', 'β-pinene', 'β-pinene', 'β-pinene', 'β-pinene', 'β-pinene', 'β-Pinene', 'β-Pinene']","['Lippia Myriocephala', 'Piper augustum', 'Aiouea costaricensis', 'Schinus molle', 'Croton jimenezii', 'Smallanthus maculatus ', 'Podachaenium eminens', 'Beilschmiedia pendula', 'Manekia naranjoana']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1080/10412905.2010.9700389', 'https://doi.org/10.1080/14786410701848154', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2004.9698740', 'https://doi.org/10.1080/10412905.2004.9698744', 'https://doi.org/10.1080/10412905.2010.9700320', 'https://doi.org/10.1177/1934578X1100600135']",Terpenoids,,,Monoterpenoids,,,Pinane monoterpenoids,,,False,10,11,136.23799999999997,0,0,0,2.9987000000000013,0.0,0,0,0,Non-ionizable
543,543,543,544,CCCCCC(O)CC,"['3-Octanol', '3-octanol', '3-octanol']","['Lippia Myriocephala', 'Croton jimenezii', 'Daldinia eschscholtzii']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1021/acsomega.3c03865']",Fatty acids,,,Fatty acyls,,,Fatty alcohols,,,False,9,8,130.23099999999997,1,1,5,2.3376,20.23,0,0,0,Non-ionizable
544,544,544,545,C=CC(=C)CCC=C(C)C,"['Myrcene', 'Myrcene', 'Myrcene', 'Myrcene', 'myrcene', 'myrcene', 'myrcene', 'myrcene', 'myrcene', 'Myrcene', 'Myrcene', 'Myrcene']","['Lippia Myriocephala', 'Lippia alba', 'Piper augustum', 'Ocotea morae', 'Aiouea costaricensis', 'Schinus molle', 'Croton jimenezii', 'Smallanthus maculatus ', 'Podachaenium eminens', 'Beilschmiedia pendula', 'Ocotea austinii', 'Manekia naranjoana']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2010.9700389', 'https://doi.org/10.1080/14786410701848154', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2004.9698740', 'https://doi.org/10.1080/10412905.2004.9698744', 'https://doi.org/10.1080/10412905.2010.9700320', 'https://doi.org/10.1080/10412905.2007.9699946', 'https://doi.org/10.1177/1934578X1100600135']",Terpenoids,,,Monoterpenoids,,,Acyclic monoterpenoids,,,False,10,9,136.238,0,0,4,3.4750000000000023,0.0,0,0,0,Non-ionizable
545,545,545,546,CC/C=C\CCOC(C)=O,['(Z)-3-Hexenyl acetate'],['Lippia Myriocephala'],['https://doi.org/10.1080/10412905.2004.9698688'],Fatty acids,,,Fatty esters,,,Wax monoesters,,,False,10,9,142.198,0,2,4,1.9058,26.3,0,0,0,Non-ionizable
546,546,546,547,CC1=CC=C(C(C)C)CC1,"['α-Terpinene', 'α-Terpinene', 'α-terpinene', 'α-terpinene', 'α-terpinene', 'α-terpinene', 'α-terpinene', 'α-terpinene', 'α-Terpinene', 'α-Terpinene', 'α-Terpinene']","['Lippia Myriocephala', 'Piper augustum', 'Ocotea gomezii', 'Ocotea morae', 'Schinus molle', 'Croton jimenezii', 'Smallanthus maculatus ', 'Podachaenium eminens', 'Beilschmiedia pendula', 'Ocotea austinii', 'Manekia naranjoana']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/14786410701848154', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2004.9698740', 'https://doi.org/10.1080/10412905.2004.9698744', 'https://doi.org/10.1080/10412905.2010.9700320', 'https://doi.org/10.1080/10412905.2007.9699946', 'https://doi.org/10.1177/1934578X1100600135']",Terpenoids,,,Monoterpenoids,,,Monocyclic monoterpenoids,,,False,10,10,136.238,0,0,1,3.308900000000002,0.0,0,0,0,Non-ionizable
547,547,547,548,Cc1ccc(C(C)C)cc1,"['p-Cymene', 'p-Cymene', 'p-cymene', 'p-cymene', 'p-cymene', 'p-cymene', 'p-cymene', 'p-cymene', 'p-cymene', 'p-Cymene', 'p-Cymene', 'p-Cymene']","['Lippia Myriocephala', 'Piper augustum', 'Ocotea gomezii', 'Ocotea morae', 'Aiouea costaricensis', 'Schinus molle', 'Croton jimenezii', 'Smallanthus maculatus ', 'Podachaenium eminens', 'Beilschmiedia pendula', 'Ocotea austinii', 'Manekia naranjoana']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2010.9700389', 'https://doi.org/10.1080/14786410701848154', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2004.9698740', 'https://doi.org/10.1080/10412905.2004.9698744', 'https://doi.org/10.1080/10412905.2010.9700320', 'https://doi.org/10.1080/10412905.2007.9699946', 'https://doi.org/10.1177/1934578X1100600135']",Terpenoids,,,Monoterpenoids,,,Menthane monoterpenoids,,,False,10,10,134.222,0,0,1,3.1184200000000013,0.0,1,0,0,Non-ionizable
548,548,548,549,C=C1C=CC(C(C)C)CC1,"['β-Phellandrene', 'β-Phellandrene', 'β-phellandrene', 'β-phellandrene', 'β-phellandrene']","['Lippia Myriocephala', 'Piper augustum', 'Schinus molle', 'Croton jimenezii', 'Podachaenium eminens']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1080/14786410701848154', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2004.9698744']",Terpenoids,,,Monoterpenoids,,,Monocyclic monoterpenoids,,,False,10,10,136.23799999999997,0,0,1,3.1648000000000023,0.0,0,0,0,Non-ionizable
549,549,549,550,C=C/C(C)=C/CC=C(C)C,"['(E)-β-Ocimene', '(E)-β-Ocimene', '(E)-β-Ocimene', '(E)-β-ocimene', '(E)-β-ocimene', '(E)-β-ocimene', '(E)-β-ocimene', '(E)-β-ocimene', '(E)-β-Ocimene', '(E)-β-Ocimene']","['Lippia Myriocephala', 'Lippia alba', 'Piper augustum', 'Ocotea morae', 'Schinus molle', 'Croton jimenezii', 'Smallanthus maculatus ', 'Podachaenium eminens', 'Beilschmiedia pendula', 'Ocotea austinii']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/14786410701848154', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2004.9698740', 'https://doi.org/10.1080/10412905.2004.9698744', 'https://doi.org/10.1080/10412905.2010.9700320', 'https://doi.org/10.1080/10412905.2007.9699946']",Terpenoids,,,Monoterpenoids,,,Acyclic monoterpenoids,,,False,10,9,136.23799999999997,0,0,3,3.4750000000000023,0.0,0,0,0,Non-ionizable
550,550,550,551,CC1=CCC(C(C)C)=CC1,"['ɣ-Terpinene', 'γ-terpinene', 'γ-terpinene', 'γ-terpinene', 'γ-terpinene', 'γ-terpinene', 'γ-terpinene', 'γ-terpinene', 'ɣ-Terpinene', 'ɣ-Terpinene']","['Lippia Myriocephala', 'Piper augustum', 'Ocotea morae', 'Schinus molle', 'Croton jimenezii', 'Smallanthus maculatus ', 'Podachaenium eminens', 'Beilschmiedia pendula', 'Ocotea austinii', 'Manekia naranjoana']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/14786410701848154', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2004.9698740', 'https://doi.org/10.1080/10412905.2004.9698744', 'https://doi.org/10.1080/10412905.2010.9700320', 'https://doi.org/10.1080/10412905.2007.9699946', 'https://doi.org/10.1177/1934578X1100600135']",Terpenoids,,,Monoterpenoids,,,Monocyclic monoterpenoids,,,False,10,10,136.23799999999997,0,0,1,3.308900000000002,0.0,0,0,0,Non-ionizable
551,551,551,552,CC1=CCC(=C(C)C)CC1,"['Terpinolene', 'Terpinolene', 'Terpinolene', 'Terpinolene', 'Terpinolene', 'Terpinolene', 'Terpinolene', 'terpinolene', 'Terpinolene', 'Terpinolene', 'Terpinolene']","['Lippia Myriocephala', 'Piper augustum', 'Ocotea morae', 'Aiouea costaricensis', 'Schinus molle', 'Croton jimenezii', 'Smallanthus maculatus ', 'Podachaenium eminens', 'Beilschmiedia pendula', 'Ocotea austinii', 'Manekia naranjoana']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2010.9700389', 'https://doi.org/10.1080/14786410701848154', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2004.9698740', 'https://doi.org/10.1080/10412905.2004.9698744', 'https://doi.org/10.1080/10412905.2010.9700320', 'https://doi.org/10.1080/10412905.2007.9699946', 'https://doi.org/10.1177/1934578X1100600135']",Terpenoids,,,Monoterpenoids,,,,,,False,10,10,136.238,0,0,0,3.453000000000002,0.0,0,0,0,Non-ionizable
552,552,552,553,CC1=CCC(O)(C(C)C)CC1,"['Terpinen-4-ol', 'Terpinen-4-ol', 'Terpinen-4-ol', 'Terpinen-4-ol', 'terpinen-4-ol', 'Terpinen-4-ol', 'Terpinen-4-ol', 'Terpinen-4-ol', 'Terpinen-4-ol', 'Terpinen-4-ol', 'Terpinen-4-ol']","['Lippia Myriocephala', 'Piper augustum', 'Ocotea gomezii', 'Ocotea morae', 'Aiouea costaricensis', 'Schinus molle', 'Croton jimenezii', 'Smallanthus maculatus ', 'Beilschmiedia pendula', 'Ocotea austinii', 'Manekia naranjoana']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2010.9700389', 'https://doi.org/10.1080/14786410701848154', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2004.9698740', 'https://doi.org/10.1080/10412905.2010.9700320', 'https://doi.org/10.1080/10412905.2007.9699946', 'https://doi.org/10.1177/1934578X1100600135']",Terpenoids,,,Monoterpenoids,,,Menthane monoterpenoids,Monocyclic monoterpenoids,,False,11,11,154.25299999999996,1,1,1,2.5037000000000003,20.23,0,0,0,Non-ionizable
553,553,553,554,COC(=O)c1ccccc1O,"['Methyl salicylate', 'Methyl salicylate']","['Lippia Myriocephala', 'Croton jimenezii']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2002.9699883']",Shikimates and Phenylpropanoids,,,Phenolic acids (C6-C1),,,Simple phenolic acids,,,False,11,11,152.14899999999997,1,3,1,1.1787999999999998,46.53,1,1,0,Ionizable
554,554,554,555,CC(C)=CCC/C(C)=C\CO,"['Nerol', 'Nerol']","['Lippia Myriocephala', 'Lippia alba']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2018.1431966']",Terpenoids,,,Monoterpenoids,,,Acyclic monoterpenoids,,,False,11,10,154.253,1,1,4,2.6714000000000016,20.23,0,0,0,Non-ionizable
555,555,555,556,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,"['Bornyl acetate', 'Bornyl acetate', 'Bornyl acetate', 'Bornyl acetate']","['Lippia Myriocephala', 'Piper augustum', 'Ocotea austinii', 'Manekia naranjoana']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1080/10412905.2007.9699946', 'https://doi.org/10.1177/1934578X1100600135']",Terpenoids,,,Monoterpenoids,,,Camphane monoterpenoids,,,False,14,15,196.29,0,2,1,2.7643000000000013,26.3,0,0,0,Non-ionizable
556,556,556,557,CC1=CCC2C1C1C(C(C)C)CCC21C,"['β-Bourbonene', 'β-Bourbonene', 'β-Bourbonene', 'β-Bourbonene']","['Lippia Myriocephala', 'Lippia alba', 'Ocotea austinii', 'Manekia naranjoana']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1080/10412905.2007.9699946', 'https://doi.org/10.1177/1934578X1100600135']",Terpenoids,,,Sesquiterpenoids,,,Bourbonane sesquiterpenoids,,,False,15,17,204.357,0,0,1,4.270900000000004,0.0,0,0,0,Non-ionizable
557,557,557,558,CC(=O)CC/C=C(/C)CCC=C(C)C,['Nerylacetone'],['Lippia Myriocephala'],['https://doi.org/10.1080/10412905.2004.9698688'],Fatty acids,Terpenoids,,Apocarotenoids,Fatty acyls,,Apocarotenoids (Ψ-),Hydrocarbons,,False,14,13,194.318,0,1,6,4.048300000000003,17.07,0,0,0,Non-ionizable
558,558,558,559,CC(=O)CC/C=C(\C)CCC=C(C)C,"['Geranylacetone', 'geranyl acetone']","['Lippia Myriocephala', 'Piper augustum']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2018.1431966']",Fatty acids,Terpenoids,,Apocarotenoids,Fatty acyls,,Apocarotenoids (Ψ-),Hydrocarbons,,False,14,13,194.318,0,1,6,4.048300000000003,17.07,0,0,0,Non-ionizable
559,559,559,560,C=C1CCC2C([C@@H]3[C@H](C)CC[C@H]13)C2(C)C,"['Allo-aromadendrene', 'Aromadendrene', 'allo-aromadendrene', 'allo-aromadendrene', 'allo-aromadendrene', 'allo-aromadendrene', 'allo-aromadendrene', 'Aromadendrene', 'Aromadendrene']","['Lippia Myriocephala', 'Piper augustum', 'Ocotea morae', 'Ocotea gomezii', 'Aiouea costaricensis', 'Schinus molle', 'Croton jimenezii', 'Beilschmiedia pendula', 'Ocotea austinii']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2010.9700389', 'https://doi.org/10.1080/14786410701848154', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2010.9700320', 'https://doi.org/10.1080/10412905.2007.9699946']",Terpenoids,,,Sesquiterpenoids,,,Aromadendrane sesquiterpenoids,,,False,15,17,204.357,0,0,0,4.270900000000004,0.0,0,0,0,Non-ionizable
560,560,560,561,C/C1=C\[C@H]2[C@@H](CC/C(C)=C/CC1)C2(C)C,"['Bicyclogermacrene', 'Bicyclogermacrene', 'bicyclogermacrene', 'bicyclogermacrene', 'bicyclogermacrene', 'Bicyclogermacrene', 'Bicyclogermacrene']","['Lippia Myriocephala', 'Lippia alba', 'Ocotea morae', 'Schinus molle', 'Croton jimenezii', 'Smallanthus maculatus ', 'Beilschmiedia pendula']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/14786410701848154', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2004.9698740', 'https://doi.org/10.1080/10412905.2010.9700320']",Terpenoids,,,Sesquiterpenoids,,,Bicyclogermacrane sesquiterpenoids,Cyclogermacrane sesquiterpenoids,,False,15,16,204.357,0,0,0,4.7252000000000045,0.0,0,0,0,Non-ionizable
561,561,561,562,CC1=C[C@@H]2[C@H](CC1)C(C)=CC[C@H]2C(C)C,"['α-Muurolene', 'α-Muurolene', 'α-Muurolene', 'α-muurolene', 'α-muurolene', 'α-muurolene', 'α-muurolene', 'α-muurolene', 'α-muurolene', 'α-Muurolene', 'α-Muurolene', 'α-Muurolene']","['Lippia Myriocephala', 'Lippia alba', 'Piper augustum', 'Ocotea gomezii', 'Aiouea costaricensis', 'Schinus molle', 'Croton jimenezii', 'Smallanthus maculatus ', 'Podachaenium eminens', 'Beilschmiedia pendula', 'Ocotea austinii', 'Manekia naranjoana']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2010.9700389', 'https://doi.org/10.1080/14786410701848154', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2004.9698740', 'https://doi.org/10.1080/10412905.2004.9698744', 'https://doi.org/10.1080/10412905.2010.9700320', 'https://doi.org/10.1080/10412905.2007.9699946', 'https://doi.org/10.1177/1934578X1100600135']",Terpenoids,,,Sesquiterpenoids,,,Cadinane sesquiterpenoids,,,False,15,16,204.357,0,0,1,4.581100000000004,0.0,0,0,0,Non-ionizable
562,562,562,563,C=C1CC[C@@H](C(C)C)[C@@H]2C=C(C)CC[C@@H]12,"['ɣ-Cadinene', 'γ-cadinene', 'ɣ-Cadinene', 'ɣ-Cadinene']","['Lippia Myriocephala', 'Podachaenium eminens', 'Ocotea austinii', 'Manekia naranjoana']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2004.9698744', 'https://doi.org/10.1080/10412905.2007.9699946', 'https://doi.org/10.1177/1934578X1100600135']",Terpenoids,,,Sesquiterpenoids,,,Cadinane sesquiterpenoids,,,False,15,16,204.357,0,0,1,4.581100000000004,0.0,0,0,0,Non-ionizable
563,563,563,564,Cc1ccc2c(c1)C(C(C)C)CCC2C,['Calamenene'],['Lippia Myriocephala'],['https://doi.org/10.1080/10412905.2004.9698688'],Terpenoids,,,Sesquiterpenoids,,,Cadinane sesquiterpenoids,,,False,15,16,202.34099999999995,0,0,1,4.6319200000000045,0.0,1,0,0,Non-ionizable
564,564,564,565,CC1=CC2C(=CC1)[C@@H](C)CCC2C(C)C,"['Cadina-1,4-diene', 'Cadina-1,4-diene', 'Cadina 1,4-diene', 'Cadina-1,4-diene']","['Lippia Myriocephala', 'Piper augustum', 'Croton jimenezii', 'Smallanthus maculatus ']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2004.9698740']",Terpenoids,,,Sesquiterpenoids,,,Cadinane sesquiterpenoids,,,False,15,16,204.357,0,0,1,4.581100000000004,0.0,0,0,0,Non-ionizable
565,565,565,566,C=CC(C)(O)CC/C=C(\C)CCC=C(C)C,"['(E)-Nerolidol', '(E)-Nerolidol', '(E)-nerolidol', '(E)-nerolidol', '(E)-nerolidol', '(E)-nerolidol', '(E)-Nerolidol', '(E)-Nerolidol']","['Lippia Myriocephala', 'Piper augustum', 'Ocotea morae', 'Aiouea costaricensis', 'Smallanthus maculatus ', 'Podachaenium eminens', 'Ocotea gomezii', 'Manekia naranjoana']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2010.9700389', 'https://doi.org/10.1080/10412905.2004.9698740', 'https://doi.org/10.1080/10412905.2004.9698744', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1177/1934578X1100600135']",Terpenoids,,,Sesquiterpenoids,Monoterpenoids,,Acyclic monoterpenoids,Farnesane sesquiterpenoids,,False,16,15,222.372,1,1,7,4.396300000000004,20.23,0,0,0,Non-ionizable
566,566,566,567,CC1=C[C@H]2[C@H](C(C)C)CC[C@@H](C)[C@]2(O)CC1,"['Cubenol', 'Cubenol']","['Lippia Myriocephala', 'Manekia naranjoana']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1177/1934578X1100600135']",Terpenoids,,,Sesquiterpenoids,,,Cadinane sesquiterpenoids,Zizaane sesquiterpenoids,,False,16,17,222.372,1,1,1,3.775900000000002,20.23,0,0,0,Non-ionizable
567,567,567,568,CC1=C[C@@H]2[C@@H](CC1)[C@@](C)(O)CC[C@H]2C(C)C,"['T-cadinol', 'epi-α-cadinol (T-cadinol)', 'epi-α-cadinol', 'epi-α-cadinol', 'epi-α-cadinol', 'epi-α-cadinol', 'T-cadinol', 'epi-α-cadinol']","['Lippia Myriocephala', 'Piper augustum', 'Ocotea gomezii', 'Ocotea morae', 'Aiouea costaricensis', 'Schinus molle', 'Croton jimenezii', 'Smallanthus maculatus ']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2010.9700389', 'https://doi.org/10.1080/14786410701848154', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2004.9698740']",Terpenoids,,,Sesquiterpenoids,,,Cadinane sesquiterpenoids,,,False,16,17,222.372,1,1,1,3.775900000000002,20.23,0,0,0,Non-ionizable
568,568,568,569,CC1=C[C@H]2[C@H](C(C)C)CC[C@](C)(O)[C@H]2CC1,"['T-Muurolol', 'epi-α-muurolol', 'epi-α-muurolol', 'epi-α-muurolol', 'epi-α-muurolol', 'τ-muurolol', 'τ-muurolol']","['Lippia Myriocephala', 'Ocotea gomezii', 'Ocotea morae', 'Aiouea costaricensis', 'Smallanthus maculatus ', 'Beilschmiedia pendula', 'Manekia naranjoana']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2010.9700389', 'https://doi.org/10.1080/10412905.2004.9698740', 'https://doi.org/10.1080/10412905.2010.9700320', 'https://doi.org/10.1177/1934578X1100600135']",Terpenoids,,,Sesquiterpenoids,,,Cadinane sesquiterpenoids,,,False,16,17,222.372,1,1,1,3.775900000000002,20.23,0,0,0,Non-ionizable
569,569,569,570,CC(C)=CCC/C(C)=C\CC/C(C)=C\C=O,"['(Z,Z)-Farnesal']",['Lippia Myriocephala'],['https://doi.org/10.1080/10412905.2004.9698688'],Terpenoids,,,Sesquiterpenoids,,,Farnesane sesquiterpenoids,,,False,16,15,220.356,0,1,7,4.604500000000004,17.07,0,0,0,Non-ionizable
570,570,570,571,CC(C)=CCC/C(C)=C/CC/C(C)=C\C=O,"['(Z,E)-Farnesal']",['Lippia Myriocephala'],['https://doi.org/10.1080/10412905.2004.9698688'],Terpenoids,,,Sesquiterpenoids,,,Farnesane sesquiterpenoids,,,False,16,15,220.356,0,1,7,4.604500000000004,17.07,0,0,0,Non-ionizable
571,571,571,572,CC(C)=CCC/C(C)=C\CC/C(C)=C/C=O,"['(E,Z)-Farnesal']",['Lippia Myriocephala'],['https://doi.org/10.1080/10412905.2004.9698688'],Terpenoids,,,Sesquiterpenoids,,,Farnesane sesquiterpenoids,,,False,16,15,220.356,0,1,7,4.604500000000004,17.07,0,0,0,Non-ionizable
572,572,572,573,CC(C)=CCC/C(C)=C/CC/C(C)=C/C=O,"['(E,E)-Farnesal']",['Lippia Myriocephala'],['https://doi.org/10.1080/10412905.2004.9698688'],Terpenoids,,,Sesquiterpenoids,,,Farnesane sesquiterpenoids,,,False,16,15,220.356,0,1,7,4.604500000000004,17.07,0,0,0,Non-ionizable
573,573,573,574,C/C(=C\CO)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,"['Phytol', 'Phytol']","['Lippia Myriocephala', 'Croton jimenezii']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2002.9699883']",Terpenoids,,,Diterpenoids,,,Phytane diterpenoids,,,False,21,20,296.539,1,1,13,6.364100000000007,20.23,0,0,0,Non-ionizable
574,574,574,575,C=CC(=C)CC(=O)C=C(C)C,['Myrcenone'],['Lippia alba'],['https://doi.org/10.1080/10412905.2018.1431966'],Terpenoids,,,Monoterpenoids,,,Acyclic monoterpenoids,,,False,11,10,150.22099999999998,0,1,4,2.654000000000001,17.07,0,0,0,Non-ionizable
575,575,575,576,CC(C)=CCCC(C)CC=O,['Citronellal'],['Lippia alba'],['https://doi.org/10.1080/10412905.2018.1431966'],Terpenoids,,,Monoterpenoids,,,Acyclic monoterpenoids,,,False,11,10,154.253,0,1,5,2.9579000000000013,17.07,0,0,0,Non-ionizable
576,576,576,577,CC1(C)C2CCC1(C)C(O)C2,"['Borneol', 'Borneol', 'Borneol', 'Borneol', 'Borneol', 'Borneol', 'Borneol']","['Lippia alba', 'Piper augustum', 'Ocotea morae', 'Croton jimenezii', 'Beilschmiedia pendula', 'Ocotea austinii', 'Manekia naranjoana']","['https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2010.9700320', 'https://doi.org/10.1080/10412905.2007.9699946', 'https://doi.org/10.1177/1934578X1100600135']",Terpenoids,,,Monoterpenoids,,,Camphane monoterpenoids,,,False,11,12,154.253,1,1,0,2.1935,20.23,0,0,0,Non-ionizable
577,577,577,578,CC(C)[C@H]1CC[C@H](C)C(=O)C1,"['trans-Dihydrocarvone', 'trans-dihydrocarvone']","['Lippia alba', 'Aiouea costaricensis']","['https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1080/10412905.2010.9700389']",Terpenoids,,,Monoterpenoids,,,Menthane monoterpenoids,,,False,11,11,154.253,0,1,1,2.6477000000000013,17.07,0,0,0,Non-ionizable
